,Title,Budget
2563,Bullets Over Broadway,20000000
2564,Ghost Town,20000000
2565,The Quiet American,20000000
2566,Triple 9,20000000
2567,The Light Between Oceans,20000000
2568,The Weather Man,20000000
2569,Undisputed,20000000
2570,12 Rounds,20000000
2571,Let Me In,20000000
2572,3 Ninjas Kick Back,20000000
2573,Be Kind Rewind,20000000
2574,Mrs. Henderson Presents,20000000
2575,Deconstructing Harry,20000000
2576,Three to Tango,20000000
2577,"""Were No Angels""",20000000
2578,Everyone Says I Love You,20000000
2579,Death Sentence,20000000
2580,Popstar: Never Stop Never Stopping,20000000
2581,Thank You for Your Service,20000000
2582,"""Everybodys Fine""",20000000
2583,Superbabies: Baby Geniuses 2,20000000
2584,Battle of the Year,20000000
2585,Ratchet and Clank,20000000
2586,Death at a Funeral,20000000
2587,The Man,20000000
2588,Code Name: The Cleaner,20000000
2589,Inherent Vice,20000000
2590,Connie & Carla,20000000
2591,Machete Kills,20000000
2592,Sweet Charity,20000000
2593,Doogal,20000000
2594,Proof,20000000
2595,An American Carol,20000000
2596,Willard,20000000
2597,Strange Wilderness,20000000
2598,Little Boy,20000000
2599,Topsy Turvy,20000000
2600,Chasing Mavericks,20000000
2601,A Most Violent Year,20000000
2602,A Dangerous Method,20000000
2603,A Scanner Darkly,20000000
2604,Bandslam,20000000
2605,Alone in the Dark,20000000
2606,Birth,20000000
2607,Hands of Stone,20000000
2608,Passchendaele,20000000
2609,Flash of Genius,20000000
2610,Iâ\x80\x99m Not There,20000000
2611,The Cold Light of Day,20000000
2612,The Brothers Bloom,20000000
2613,Synecdoche New York,20000000
2614,LBJ,20000000
2615,Mononoke-hime,20000000
2616,Bon Voyage,20000000
2617,My All-American,20000000
2618,Suspiria,20000000
2619,"""Cant Stop the Music""",20000000
2620,The Proposition,20000000
2621,Marci X,20000000
2622,Equilibrium,20000000
2623,Dylan Dog: Dead of Night,20000000
2624,The Oogieloves in the BIG Balloon Adventure,20000000
2625,The Children of Huang Shi,20000000
2626,The Yards,20000000
2627,Middle Men,20000000
2628,JÃ¬yÃ¬ dÃ\xa0shÄ«,20000000
2629,All Good Things,20000000
2630,By the Sea,20000000
2631,Steamboy,20000000
2632,The Game of Their Lives,20000000
2633,Rapa Nui,20000000
2634,The Tempest,20000000
2635,é\x95·æ±\x9fä¸\x83è\x99\x9f (CJ7),20000000
2636,The Burning Plain,20000000
2637,Les Couloirs du temps: Les visiteurs 2,20000000
2638,People I Know,20000000
2639,Regression,20000000
2640,Admiral,20000000
2641,Zambezia,20000000
2642,Three Kingdoms: Resurrection of the Dragon,20000000
2643,The Touch,20000000
2644,Survivor,20000000
2645,The History of Love,20000000
2646,Butterfly on a Wheel,20000000
2647,Dwegons and Leprechauns,20000000
2648,Fight Valley,20000000
2649,The Thousand Miles,20000000
2650,Der Baader Meinhof Komplex,19700000
2651,The Shape of Water,19500000
2652,De rouille et dâ\x80\x99os,19500000
2653,The Painted Veil,19400000
2654,The Frozen Ground,19200000
2655,"""The Devils Double""",19100000
2656,Back to the Future,19000000
2657,Dances with Wolves,19000000
2658,Scary Movie,19000000
2659,Bad Teacher,19000000
2660,Sausage Party,19000000
2661,Sea of Love,19000000
2662,Just Married,19000000
2663,I Can Do Bad All By Myself,19000000
2664,A Cinderella Story,19000000
2665,The Shining,19000000
2666,Thirteen Ghosts,19000000
2667,House on Haunted Hill,19000000
2668,The Crazies,19000000
2669,Notorious,19000000
2670,Nobodyâ\x80\x99s Fool,19000000
2671,The Switch,19000000
2672,Leap Year,19000000
2673,The Book Thief,19000000
2674,Gone Baby Gone,19000000
2675,Thomas and the Magic Railroad,19000000
2676,Mutiny on The Bounty,19000000
2677,Sen to Chihiro no Kamikakushi,19000000
2678,Sex Drive,19000000
2679,Firestorm,19000000
2680,Take Me Home Tonight,19000000
2681,"""Wont Back Down""",19000000
2682,Action Point,19000000
2683,The Fall of the Roman Empire,19000000
2684,The Nutcracker,19000000
2685,Kansas City,19000000
2686,Out of Inferno,19000000
2687,"""George A. Romeros Land of the Dead""",18975000
2688,IndigÃ¨nes,18900000
2689,The Amityville Horror,18500000
2690,Adaptation,18500000
2691,The Invention of Lying,18500000
2692,Fear and Loathing in Las Vegas,18500000
2693,Ne le dis Ã\xa0 personne,18500000
2694,Left Behind,18500000
2695,Neighbors,18000000
2696,Borat,18000000
2697,The Mask,18000000
2698,Big,18000000
2699,Legally Blonde,18000000
2700,Mean Girls,18000000
2701,Star Trek III: The Search for Spock,18000000
2702,The Exorcism of Emily Rose,18000000
2703,Deuce Bigalow: Male Gigolo,18000000
2704,Barbershop 2: Back in Business,18000000
2705,The Family Stone,18000000
2706,Bad Santa,18000000
2707,Predator,18000000
2708,My Big Fat Greek Wedding 2,18000000
2709,The Perfect Guy,18000000
2710,Austin Powers: International Man of Mystery,18000000
2711,Diary of a Wimpy Kid: Rodrick Rules,18000000
2712,Amadeus,18000000
2713,Prom Night,18000000
2714,Soul Surfer,18000000
2715,Under the Tuscan Sun,18000000
2716,Birdman or (The Unexpected Virtue of Ignorance),18000000
2717,Peggy Sue Got Married,18000000
2718,Gosford Park,18000000
2719,Orange County,18000000
2720,Blue Jasmine,18000000
2721,United 93,18000000
2722,Honey,18000000
2723,The Fog,18000000
2724,Spy Hard,18000000
2725,Ricki and the Flash,18000000
2726,Glory,18000000
2727,Conan the Destroyer,18000000
2728,Love the Coopers,18000000
2729,Catch-22,18000000
2730,Observe and Report,18000000
2731,Raging Bull,18000000
2732,Love Happens,18000000
2733,Fame,18000000
2734,The Circle,18000000
2735,Young Sherlock Holmes,18000000
2736,127 Hours,18000000
2737,Small Time Crooks,18000000
2738,Center Stage,18000000
2739,Norm of the North,18000000
2740,Catch That Kid,18000000
2741,Jobs,18000000
2742,Life as a House,18000000
2743,Youth in Revolt,18000000
2744,And So It Goes,18000000
2745,I Love You Beth Cooper,18000000
2746,Blow Out,18000000
2747,The Tailor of Panama,18000000
2748,The Legend of the Lone Ranger,18000000
2749,Labor Day,18000000
2750,Getaway,18000000
2751,The Ice Storm,18000000
2752,Being Julia,18000000
2753,Troop Beverly Hills,18000000
2754,Nine 1/2 Weeks,18000000
2755,The Last Station,18000000
2756,Dragonslayer,18000000
2757,Ed Wood,18000000
2758,Mongol,18000000
2759,RocknRolla,18000000
2760,Megaforce,18000000
2761,"""Maos Last Dancer""",18000000
2762,Hamlet,18000000
2763,The Railway Man,18000000
2764,Restoration,18000000
2765,Midnight Special,18000000
2766,Miss Sloane,18000000
2767,Metallica Through the Never,18000000
2768,Anything Else,18000000
2769,Unforgettable,18000000
2770,T2: Trainspotting,18000000
2771,Das Weisse Band: Eine deutsche Kindergeschichte,18000000
2772,8 Million Ways to Die,18000000
2773,Phantom,18000000
2774,The Salton Sea,18000000
2775,The Informers,18000000
2776,"""One Mans Hero""",18000000
2777,Carlos,18000000
2778,Renaissance,18000000
2779,I Come with the Rain,18000000
2780,I Am Wrath,18000000
2781,Day of the Dead,18000000
2782,The Prince,18000000
2783,Wolves,18000000
2784,Forsaken,18000000
2785,Red Sonja,17900000
2786,Red Lights,17700000
2787,Superbad,17500000
2788,Madea Goes To Jail,17500000
2789,Step Up 2 the Streets,17500000
2790,Hoodwinked,17500000
2791,Hotel Rwanda,17500000
2792,Beerfest,17500000
2793,Black Nativity,17500000
2794,City of Ghosts,17500000
2795,Taxi 4,17500000
2796,A Quiet Place,17000000
2797,The Others,17000000
2798,Aliens,17000000
2799,Letâ\x80\x99s Be Cops,17000000
2800,I Know What You Did Last Summer,17000000
2801,My Fair Lady,17000000
2802,Sideways,17000000
2803,The Best Man Holiday,17000000
2804,Friday the 13th,17000000
2805,Pitch Perfect,17000000
2806,Halloween: H2O,17000000
2807,Evil Dead,17000000
2808,"""Jet Lis Hero""",17000000
2809,Saw 3D,17000000
2810,McFarland USA,17000000
2811,Almost Christmas,17000000
2812,The Hills Have Eyes,17000000
2813,40 Days and 40 Nights,17000000
2814,Good Boy!,17000000
2815,"""Smokin Aces""",17000000
2816,A Night at the Roxbury,17000000
2817,Beastly,17000000
2818,"""Brooklyns Finest""",17000000
2819,Tron,17000000
2820,Lottery Ticket,17000000
2821,Dickie Roberts: Former Child Star,17000000
2822,ATL,17000000
2823,Summer Catch,17000000
2824,A Simple Plan,17000000
2825,Larry the Cable Guy: Health Inspector,17000000
2826,Wes Craven Presents: They,17000000
2827,The Adventures of Elmo in Grouchland,17000000
2828,Superman IV: The Quest for Peace,17000000
2829,55 Days at Peking,17000000
2830,My Life in Ruins,17000000
2831,American Dreamz,17000000
2832,How She Move,17000000
2833,Running Scared,17000000
2834,The Apparition,17000000
2835,Bobby Jones: Stroke of Genius,17000000
2836,Shanghai Surprise,17000000
2837,"""Lillusionniste""",17000000
2838,Roar,17000000
2839,Veronica Guerin,17000000
2840,Genius,17000000
2841,Southland Tales,17000000
2842,Escobar: Paradise Lost,17000000
2843,Mune le gardien de la lune,17000000
2844,Chasseurs de dragons,17000000
2845,Damnation Alley,17000000
2846,The Young Messiah,16800000
2847,FUR: An Imaginary Portrait of Diane Arbus,16800000
2848,My Girl,16500000
2849,Wall Street,16500000
2850,Sense and Sensibility,16500000
2851,The Illusionist,16500000
2852,Becoming Jane,16500000
2853,House of Sand and Fog,16500000
2854,Sydney White,16500000
2855,Arn - Tempelriddaren,16500000
2856,Dead Poets Society,16400000
2857,Dumb & Dumber,16000000
2858,When Harry Met Sallyâ\x80¦,16000000
2859,Road Trip,16000000
2860,The Verdict,16000000
2861,Varsity Blues,16000000
2862,Moonrise Kingdom,16000000
2863,The Artist,16000000
2864,The Unborn,16000000
2865,The Master of Disguise,16000000
2866,The Texas Chainsaw Massacre: The Beginning,16000000
2867,El Laberinto del Fauno,16000000
2868,The Roommate,16000000
2869,The Messengers,16000000
2870,See Spot Run,16000000
2871,Double Impact,16000000
2872,Baby Boy,16000000
2873,Joe Dirt,16000000
2874,The Women,16000000
2875,Hot Fuzz,16000000
2876,Vicky Cristina Barcelona,16000000
2877,Boys and Girls,16000000
2878,Superfly,16000000
2879,LÃ©on,16000000
2880,Remember Me,16000000
2881,White Oleander,16000000
2882,"""Jennifers Body""",16000000
2883,Drowning Mona,16000000
2884,Radio Days,16000000
2885,How to Deal,16000000
2886,Left Behind,16000000
2887,Soul Plane,16000000
2888,My Stepmother Is an Alien,16000000
2889,People Like Us,16000000
2890,The Thirteenth Floor,16000000
2891,The Cookout,16000000
2892,Meteor,16000000
2893,Highlander,16000000
2894,Bleed for This,16000000
2895,Hollywood Ending,16000000
2896,Duets,16000000
2897,Detroit Rock City,16000000
2898,Things We Lost in the Fire,16000000
2899,The Homesman,16000000
2900,Trance,16000000
2901,The Immigrant,16000000
2902,Steel,16000000
2903,The White Countess,16000000
2904,"""Bienvenue chez les Chtis""",16000000
2905,Men Women and Children,16000000
2906,Enter the Void,16000000
2907,Good,16000000
2908,Vamps,16000000
2909,Haeundae,16000000
2910,"""Hachiko: A Dogs Story""",16000000
2911,Zulu,16000000
2912,Juwanna Mann,15600000
2913,La MÃ´me,15500000
2914,Ararat,15500000
2915,Slow Burn,15500000
2916,Madison,15500000
2917,The Yellow Handkerchief,15500000
2918,Wasabi,15300000
2919,Slither,15250000
2920,Home Alone,15000000
2921,Beverly Hills Cop,15000000
2922,Top Gun,15000000
2923,Tootsie,15000000
2924,3 Men and a Baby,15000000
2925,The Kingâ\x80\x99s Speech,15000000
2926,American Beauty,15000000
2927,Crouching Tiger Hidden Dragon,15000000
2928,Twins,15000000
2929,Scream,15000000
2930,Annabelle: Creation,15000000
2931,Jackass Presents: Bad Grandpa,15000000
2932,Heaven Can Wait,15000000
2933,The Color Purple,15000000
2934,The Imitation Game,15000000
2935,Beetlejuice,15000000
2936,Ben-Hur,15000000
2937,Mama,15000000
2938,Private Benjamin,15000000
2939,"""Coal Miners Daughter""",15000000
2940,Lethal Weapon,15000000
2941,Diary of a Wimpy Kid,15000000
2942,National Lampoonâ\x80\x99s Vacation,15000000
2943,Halloween,15000000
2944,The Queen,15000000
2945,Why Did I Get Married?,15000000
2946,The Woman in Black,15000000
2947,Little Women,15000000
2948,The Deer Hunter,15000000
2949,When a Stranger Calls,15000000
2950,Big Fat Liar,15000000
2951,Cop Land,15000000
2952,Wag the Dog,15000000
2953,Snitch,15000000
2954,The Lizzie McGuire Movie,15000000
2955,Krampus,15000000
2956,End of Watch,15000000
2957,The Faculty,15000000
2958,"""Whats Love Got to Do With It""",15000000
2959,Not Another Teen Movie,15000000
2960,Wild,15000000
2961,Lawrence of Arabia,15000000
2962,The Theory of Everything,15000000
2963,Drive,15000000
2964,The Skulls,15000000
2965,Hawaii,15000000
2966,"""Malibus Most Wanted""",15000000
2967,All About Steve,15000000
2968,Where the Heart Is,15000000
2969,Halloween 2,15000000
2970,The Last House on the Left,15000000
2971,Because of Winn-Dixie,15000000
2972,The Wedding Date,15000000
2973,The Princess Bride,15000000
2974,Halloween: Resurrection,15000000
2975,The Great Debaters,15000000
2976,When the Game Stands Tall,15000000
2977,Clash of the Titans,15000000
2978,Confessions of a Teenage Drama Queen,15000000
2979,The Object of my Affection,15000000
2980,28 Weeks Later,15000000
2981,Grosse Pointe Blank,15000000
2982,Love and Basketball,15000000
2983,Home Again,15000000
2984,Book of Shadows: Blair Witch 2,15000000
2985,Boogie Nights,15000000
2986,Ramona and Beezus,15000000
2987,The November Man,15000000
2988,The Craft,15000000
2989,Match Point,15000000
2990,The Remains of the Day,15000000
2991,Nowhere to Run,15000000
2992,Urban Legends: Final Cut,15000000
2993,The Place Beyond the Pines,15000000
2994,Flicka,15000000
2995,The Hills Have Eyes II,15000000
2996,Keanu,15000000
2997,Country Strong,15000000
2998,Tuck Everlasting,15000000
2999,The Marine,15000000
3000,Disturbing Behavior,15000000
3001,The Big Lebowski,15000000
3002,A Most Wanted Man,15000000
3003,The Hurt Locker,15000000
3004,Eye of the Beholder,15000000
3005,The Man with the Iron Fists,15000000
3006,Firestarter,15000000
3007,Killing Them Softly,15000000
3008,Freddy Got Fingered,15000000
3009,One Day,15000000
3010,De-Lovely,15000000
3011,Whip It,15000000
3012,"""The Pirates Who Dont Do Anything: A VeggieTales Movie""",15000000
3013,U2 3D,15000000
3014,Highlander: Endgame,15000000
3015,The Founder,15000000
3016,Idlewild,15000000
3017,Confidence,15000000
3018,Knockaround Guys,15000000
3019,The Muse,15000000
3020,"""Barneys Great Adventure""",15000000
3021,New York Stories,15000000
3022,Home Fries,15000000
3023,Here on Earth,15000000
3024,Raise Your Voice,15000000
3025,Brazil,15000000
3026,The Dark Half,15000000
3027,Black Snake Moan,15000000
3028,Dark Blue,15000000
3029,Peeples,15000000
3030,A Mighty Heart,15000000
3031,Brainstorm,15000000
3032,Whatever it Takes,15000000
3033,Boat Trip,15000000
3034,The Importance of Being Earnest,15000000
3035,The Love Letter,15000000
3036,Hoot,15000000
3037,In Bruges,15000000
3038,Promised Land,15000000
3039,Mulholland Drive,15000000
3040,Hotel Artemis,15000000
3041,The Rocker,15000000
3042,Post Grad,15000000
3043,Whatever Works,15000000
3044,The In Crowd,15000000
3045,Los tres entierros de Melquiades Estrada,15000000
3046,Jakob the Liar,15000000
3047,Se jie,15000000
3048,Kiss Kiss Bang Bang,15000000
3049,Idle Hands,15000000
3050,Scouts Guide to the Zombie Apocalypse,15000000
3051,Blood and Chocolate,15000000
3052,You Will Meet a Tall Dark Stranger,15000000
3053,Never Let Me Go,15000000
3054,The Disappointments Room,15000000
3055,The Company,15000000
3056,Transsiberian,15000000
3057,Crazy in Alabama,15000000
3058,The Clan of the Cave Bear,15000000
3059,Funny Games,15000000
3060,Banlieue 13,15000000
3061,"""Felicias Journey""",15000000
3062,Metropolis,15000000
3063,CÃ¬kÃ¨ NiÃ¨ YinniÃ¡ng,15000000
3064,"""Things to Do in Denver when Youre Dead""",15000000
3065,The Reluctant Fundamentalist,15000000
3066,The Return,15000000
3067,Buffalo Soldiers,15000000
3068,Steal (Canadian Release),15000000
3069,Centurion,15000000
3070,Ong-Bak 2,15000000
3071,Silent Trigger,15000000
3072,Midnight Meat Train,15000000
3073,Winnie Mandela,15000000
3074,The Son of No One,15000000
3075,"""All the Queens Men""",15000000
3076,The Good Night,15000000
3077,Khumba,15000000
3078,A Few Best Men,15000000
3079,AutÃ³mata,15000000
3080,Chiamatemi Francesco - Il papa della gente,15000000
3081,Bathory,15000000
3082,Dungeons & Dragons: Wrath of the Dragon God,15000000
3083,In Dubious Battle,15000000
3084,Broken Horses,15000000
3085,Pandaemonium,15000000
3086,Shinjuku Incident,15000000
3087,Groundhog Day,14600000
3088,Magic Mike XXL,14500000
3089,Romeo+Juliet,14500000
3090,"""Elle sappelait Sarah""",14500000
3091,Freedom,14500000
3092,Unforgiven,14400000
3093,Manderlay,14200000
3094,Pretty Woman,14000000
3095,Fatal Attraction,14000000
3096,Slumdog Millionaire,14000000
3097,Towering Inferno,14000000
3098,Crocodile Dundee 2,14000000
3099,Born on the Fourth of July,14000000
3100,Cool Runnings,14000000
3101,Stomp the Yard,14000000
3102,My Bloody Valentine,14000000
3103,The Possession,14000000
3104,First Blood,14000000
3105,The Spy Who Loved Me,14000000
3106,Urban Legend,14000000
3107,Taps,14000000
3108,"""Tyler Perrys Good Deeds""",14000000
3109,White Fang,14000000
3110,Dangerous Liaisons,14000000
3111,Superstar,14000000
3112,The Iron Lady,14000000
3113,Poetic Justice,14000000
3114,Jonah: A VeggieTales Movie,14000000
3115,All About the Benjamins,14000000
3116,Exorcist II: The Heretic,14000000
3117,Our Family Wedding,14000000
3118,Vampire in Brooklyn,14000000
3119,An American Haunting,14000000
3120,"""My Bosss Daughter""",14000000
3121,A Perfect Getaway,14000000
3122,Thinner,14000000
3123,Dead Man on Campus,14000000
3124,Tea with Mussolini,14000000
3125,New York New York,14000000
3126,Jason X,14000000
3127,Crooklyn,14000000
3128,I Think I Love My Wife,14000000
3129,Hot Tub Time Machine 2,14000000
3130,Bobby,14000000
3131,Head Over Heels,14000000
3132,Fun Size,14000000
3133,Lost and Found,14000000
3134,Le Scaphandre et le Papillon,14000000
3135,Little Children,14000000
3136,Gossip,14000000
3137,A Walk on the Moon,14000000
3138,Suffragette,14000000
3139,Catch a Fire,14000000
3140,Mr. Turner,14000000
3141,Soul Survivors,14000000
3142,Easy Virtue,14000000
3143,Jefferson in Paris,14000000
3144,Flipped,14000000
3145,Caravans,14000000
3146,Les herbes folles,14000000
3147,Amen,14000000
3148,The Lucky Ones,14000000
3149,Margaret,14000000
3150,Reign of Assassins,14000000
3151,Stan Helsing: A Parody,14000000
3152,Brokeback Mountain,13900000
3153,Clueless,13700000
3154,Teenage Mutant Ninja Turtles,13500000
3155,The Ten Commandments,13500000
3156,Far From Heaven,13500000
3157,Seven Psychopaths,13500000
3158,Quills,13500000
3159,The Border,13500000
3160,Der Untergang,13500000
3161,"""The Cavemans Valentine""",13500000
3162,The Last Godfather,13400000
3163,Under the Skin,13300000
3164,Mar adentro,13300000
3165,No Good Deed,13200000
3166,Good Morning Vietnam,13000000
3167,Black Swan,13000000
3168,Save the Last Dance,13000000
3169,Justin Bieber: Never Say Never,13000000
3170,The First Purge,13000000
3171,Miracles from Heaven,13000000
3172,Snow Day,13000000
3173,The Butterfly Effect,13000000
3174,The Godfather: Part II,13000000
3175,The Shallows,13000000
3176,RoboCop,13000000
3177,A Nightmare on Elm Street 4: The Dream Master,13000000
3178,This Christmas,13000000
3179,About Last Night,13000000
3180,"""Dude Wheres My Car?""",13000000
3181,Young Guns,13000000
3182,St. Vincent,13000000
3183,Earth to Echo,13000000
3184,10 Things I Hate About You,13000000
3185,The New Guy,13000000
3186,Loaded Weapon 1,13000000
3187,Baby Geniuses,13000000
3188,The Big Hit,13000000
3189,"""Childs Play 2""",13000000
3190,Harriet the Spy,13000000
3191,21 and Over,13000000
3192,The Mist,13000000
3193,Ex Machina,13000000
3194,Being John Malkovich,13000000
3195,Two Can Play That Game,13000000
3196,Eye in the Sky,13000000
3197,Admission,13000000
3198,The Perks of Being a Wallflower,13000000
3199,crazy/beautiful,13000000
3200,54,13000000
3201,Room,13000000
3202,Woodlawn,13000000
3203,Letters from Iwo Jima,13000000
3204,MÃ¤n som hatar kvinnor,13000000
3205,The Astronaut Farmer,13000000
3206,Dirty Work,13000000
3207,Bajrangi Bhaijaan,13000000
3208,Woo,13000000
3209,Robinson Crusoe,13000000
3210,Serial Mom,13000000
3211,Dick,13000000
3212,Light It Up,13000000
3213,Bubble Boy,13000000
3214,Birthday Girl,13000000
3215,"""Paris je taime""",13000000
3216,Resurrecting the Champ,13000000
3217,Chloe,13000000
3218,The Widow of St. Pierre,13000000
3219,Youth,13000000
3220,Faithful,13000000
3221,Un ProphÃ¨te,13000000
3222,I Love You Phillip Morris,13000000
3223,The Vatican Tapes,13000000
3224,Find Me Guilty,13000000
3225,Excessive Force,13000000
3226,Infamous,13000000
3227,Attack the Block,13000000
3228,Brothers,13000000
3229,The Claim,13000000
3230,In The Land of Blood and Honey,13000000
3231,The Killer Inside Me,13000000
3232,Womb,13000000
3233,The Call,12800000
3234,Operation Chromite,12700000
3235,The Drop,12600000
3236,The Crocodile Hunter: Collision Course,12500000
3237,Machete,12500000
3238,Antwone Fisher,12500000
3239,La Guerre du feu,12500000
3240,"""The Emperors Club""",12500000
3241,True Romance,12500000
3242,Sorority Row,12500000
3243,Glengarry Glen Ross,12500000
3244,The Boy in the Striped Pyjamas,12500000
3245,Cat People,12500000
3246,The Prisoner of Zenda,12500000
3247,Conviction,12500000
3248,Lars and the Real Girl,12500000
3249,Solitary Man,12500000
3250,Dancer in the Dark,12500000
3251,Casino Jack,12500000
3252,Oscar and Lucinda,12500000
3253,The Funeral,12500000
3254,Tae Guik Gi: The Brotherhood of War,12500000
3255,The Perfect Game,12500000
3256,The Paperboy,12500000
3257,Ernest et Celestine,12500000
3258,A Little Bit of Heaven,12500000
3259,The Land Before Time,12300000
3260,Jaws,12000000
3261,The Exorcist,12000000
3262,The Fault in Our Stars,12000000
3263,American Pie,12000000
3264,Think Like a Man,12000000
3265,Heaven is for Real,12000000
3266,The Golden Child,12000000
3267,Star Trek II: The Wrath of Khan,12000000
3268,Barbershop,12000000
3269,WarGames,12000000
3270,Ace Ventura: Pet Detective,12000000
3271,Act of Valor,12000000
3272,Witness,12000000
3273,Step Up,12000000
3274,Chronicle,12000000
3275,Beavis and Butt-Head Do America,12000000
3276,Patton,12000000
3277,Project X,12000000
3278,Three Billboards Outside Ebbing Missouri,12000000
3279,Lion,12000000
3280,Overboard,12000000
3281,Jackie Brown,12000000
3282,Yentl,12000000
3283,Harold & Kumar Escape from Guantanamo Bay,12000000
3284,Philomena,12000000
3285,Time Bandits,12000000
3286,Crossroads,12000000
3287,Paper Towns,12000000
3288,Quarantine,12000000
3289,One Hour Photo,12000000
3290,The Eye,12000000
3291,Johnson Family Vacation,12000000
3292,How High,12000000
3293,Spartacus,12000000
3294,Crank,12000000
3295,The Muppet Christmas Carol,12000000
3296,Hell or High Water,12000000
3297,Frida,12000000
3298,Katy Perry: Part of Me,12000000
3299,Top Five,12000000
3300,Rounders,12000000
3301,Casino Royale,12000000
3302,Prophecy,12000000
3303,Project Almanac,12000000
3304,Just Wright,12000000
3305,Stir of Echoes,12000000
3306,Tales from the Crypt: Demon Knight,12000000
3307,The Boys from Brazil,12000000
3308,The Upside of Anger,12000000
3309,Aquamarine,12000000
3310,Nebraska,12000000
3311,"""My Babys Daddy""",12000000
3312,"""Max Keebles Big Move""",12000000
3313,Young Adult,12000000
3314,About Time,12000000
3315,Wish Upon,12000000
3316,"""Def Jams How To Be a Player""",12000000
3317,Living Out Loud,12000000
3318,Rachel Getting Married,12000000
3319,The Postman Always Rings Twice,12000000
3320,Girl with a Pearl Earring,12000000
3321,Das Boot,12000000
3322,Unforgettable,12000000
3323,House of Flying Daggers,12000000
3324,Sorority Boys,12000000
3325,Marshall,12000000
3326,Cadillac Records,12000000
3327,Arbitrage,12000000
3328,The Alamo,12000000
3329,Screwed,12000000
3330,Running With Scissors,12000000
3331,Fortress,12000000
3332,For Greater Glory: The True Story of Cristiada,12000000
3333,For Your Consideration,12000000
3334,Celebrity,12000000
3335,From Justin to Kelly,12000000
3336,Invaders from Mars,12000000
3337,Girl 6,12000000
3338,In the Cut,12000000
3339,Charlie Bartlett,12000000
3340,Two Lovers,12000000
3341,La grande bellezza,12000000
3342,Last Orders,12000000
3343,Gwoemul,12000000
3344,The Pursuit of D.B. Cooper,12000000
3345,Ravenous,12000000
3346,The Dangerous Lives of Altar Boys,12000000
3347,Stoker,12000000
3348,Married Life,12000000
3349,2046,12000000
3350,Kill the Irishman,12000000
3351,Duma,12000000
3352,Darling Companion,12000000
3353,Ondine,12000000
3354,Brother,12000000
3355,Welcome to Collinwood,12000000
3356,Life Before Her Eyes,12000000
3357,Critical Care,12000000
3358,Trade,12000000
3359,Fateless,12000000
3360,San qiang pai an jing qi,12000000
3361,Breakfast of Champions,12000000
3362,Company Man,12000000
3363,Nanjing! Nanjing!,12000000
3364,Trash,12000000
3365,5 Days of War,12000000
3366,10 Days in a Madhouse,12000000
3367,1612,12000000
3368,Tu Xia Chuan Qi,12000000
3369,Home,12000000
3370,San cheng ji,12000000
3371,Triangle,12000000
3372,Supesu Batorushippu Yamato,12000000
3373,Drive Hard,12000000
3374,"""Dancin Its On""",12000000
3375,The Dressmaker,11900000
3376,Diamonds,11900000
3377,Madadayo,11900000
3378,Carol,11800000
3379,Pet Sematary,11500000
3380,Dirty Grandpa,11500000
3381,The Cry of the Owl,11500000
3382,St. Trinianâ\x80\x99s,11400000
3383,Star Wars Ep. IV: A New Hope,11000000
3384,Gremlins,11000000
3385,Doctor Zhivago,11000000
3386,The Fighter,11000000
3387,High School Musical 3: Senior Year,11000000
3388,Fried Green Tomatoes,11000000
3389,Jackass: Number Two,11000000
3390,My Cousin Vinny,11000000
3391,If I Stay,11000000
3392,Major League,11000000
3393,Phone Booth,11000000
3394,A Walk to Remember,11000000
3395,Dead Man Walking,11000000
3396,Brooklyn,11000000
3397,Cruel Intentions,11000000
3398,The Secret Life of Bees,11000000
3399,Woman in Gold,11000000
3400,History of the World: Part I,11000000
3401,I Tonya,11000000
3402,Saw VI,11000000
3403,Corky Romano,11000000
3404,Raising Cain,11000000
3405,F.I.S.T,11000000
3406,Barry Lyndon,11000000
3407,Quartet,11000000
3408,Out Cold,11000000
3409,The Ladies Man,11000000
3410,Tomcats,11000000
3411,Inside Llewyn Davis,11000000
3412,Frailty,11000000
3413,Army of Darkness,11000000
3414,Kinsey,11000000
3415,"""Whats Eating Gilbert Grape""",11000000
3416,Sultan,11000000
3417,Slackers,11000000
3418,The Gospel of John,11000000
3419,Vera Drake,11000000
3420,The Guru,11000000
3421,Othello,11000000
3422,The Perez Family,11000000
3423,The Molly Maguires,11000000
3424,Return to the Blue Lagoon,11000000
3425,Romance and Cigarettes,11000000
3426,Copying Beethoven,11000000
3427,Brighton Rock,11000000
3428,Le prÃ©nom,11000000
3429,La famille BÃ©lier,11000000
3430,LOL,11000000
3431,Misconduct,11000000
3432,Saw V,10800000
3433,Les Intouchables,10800000
3434,Jindabyne,10800000
3435,Kabhi Alvida Naa Kehna,10750000
3436,Poltergeist,10700000
3437,An Ideal Husband,10700000
3438,Darkness,10600000
3439,The Last Days on Mars,10600000
3440,ET: The Extra-Terrestrial,10500000
3441,2001: A Space Odyssey,10500000
3442,In the Land of Women,10500000
3443,There Goes My Baby,10500000
3444,The Blue Butterfly,10400000
3445,"""Le Fabuleux destin dAmÃ©lie Poulain""",10350000
3446,Lovesick,10100000
3447,Housefull,10100000
3448,September Dawn,10100000
3449,Halloween,10000000
3450,Good Will Hunting,10000000
3451,The Grudge,10000000
3452,Donâ\x80\x99t Breathe,10000000
3453,Stripes,10000000
